dataset,method,mode,target,dim,split,run,n_train,n_test,n_train_nonfinite,n_test_nonfinite,train_pos_ratio,test_pos_ratio,average_precision,roc_auc,precision,recall,f1
hancock,POME,cat_only,RFS Event,64,5,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5862630432387281,0.5989239847275253,0.7058823529411765,0.1791044776119403,0.2857142857142857
hancock,POME,cat_only,RFS Event,64,5,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6365366326798245,0.6744186046511628,0.6388888888888888,0.3432835820895522,0.4466019417475728
hancock,POME,cat_only,RFS Event,64,6,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6263804394969374,0.7174592155501562,0.7027027027027027,0.3880597014925373,0.5
hancock,POME,cat_only,RFS Event,64,6,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.7004313905073596,0.7103436306837905,0.8421052631578947,0.2388059701492537,0.3720930232558139
hancock,POME,cat_only,RFS Event,64,6,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5008659955040886,0.5787053106560222,0.125,0.0149253731343283,0.0266666666666666
hancock,POME,cat_only,RFS Event,64,6,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6990150166577183,0.7355085039916696,0.75,0.3582089552238806,0.4848484848484848
hancock,POME,cat_only,RFS Event,64,6,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5939064452689328,0.6345019090593544,1.0,0.0298507462686567,0.0579710144927536
hancock,POME,cat_only,RFS Event,64,7,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6686028138410329,0.6655675112808054,0.7241379310344828,0.3134328358208955,0.4375
hancock,POME,cat_only,RFS Event,64,7,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6270885573038788,0.654980909406456,0.625,0.2985074626865671,0.404040404040404
hancock,POME,cat_only,RFS Event,64,7,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6425867131071585,0.6640055536272127,0.7083333333333334,0.2537313432835821,0.3736263736263736
hancock,POME,cat_only,RFS Event,64,7,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6811907153555036,0.6570635196112461,0.7222222222222222,0.3880597014925373,0.5048543689320388
hancock,POME,cat_only,RFS Event,64,7,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6515394085906852,0.656022214508851,0.782608695652174,0.2686567164179104,0.4
hancock,POME,cat_only,RFS Event,64,8,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.6020209453103049,0.6177728361272665,0.5957446808510638,0.3783783783783784,0.4628099173553719
hancock,POME,cat_only,RFS Event,64,8,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.6742629257143069,0.650701334245638,0.9166666666666666,0.1486486486486486,0.2558139534883721
hancock,POME,cat_only,RFS Event,64,8,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.6432996496268772,0.5884365378036264,0.0,0.0,0.0
hancock,POME,cat_only,RFS Event,64,8,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.6622797661940572,0.6436879917892576,0.6216216216216216,0.3108108108108108,0.4144144144144144
hancock,POME,cat_only,RFS Event,64,8,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.632769151877624,0.6149503934314061,0.6875,0.2972972972972973,0.4150943396226415
hancock,POME,cat_only,RFS Event,64,9,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5401651842805665,0.5535408826548067,0.0,0.0,0.0
hancock,POME,cat_only,RFS Event,64,9,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.4957768611490125,0.5092370851864523,0.0,0.0,0.0
hancock,POME,cat_only,RFS Event,64,9,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.685410993568544,0.6734519329456038,0.75,0.3648648648648648,0.4909090909090909
hancock,POME,cat_only,RFS Event,64,9,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.7124707935859633,0.654122476907287,0.8275862068965517,0.3243243243243243,0.4660194174757281
hancock,POME,cat_only,RFS Event,64,9,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.7080693579432499,0.6530961341087924,0.88,0.2972972972972973,0.4444444444444444
hancock,POME,cat_only,Recurrence,64,0,0,610,153,0,0,0.2344262295081967,0.2222222222222222,0.5083639001512129,0.6706623826000989,1.0,0.0294117647058823,0.0571428571428571
hancock,POME,cat_only,Recurrence,64,0,1,610,153,0,0,0.2344262295081967,0.2222222222222222,0.4471479669612708,0.7107019278299553,0.75,0.1764705882352941,0.2857142857142857
hancock,POME,cat_only,Recurrence,64,0,2,610,153,0,0,0.2344262295081967,0.2222222222222222,0.496870186192322,0.6573158675234799,0.8888888888888888,0.2352941176470588,0.3720930232558139
hancock,POME,cat_only,Recurrence,64,0,3,610,153,0,0,0.2344262295081967,0.2222222222222222,0.3312999279416811,0.6308699950568462,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,0,4,610,153,0,0,0.2344262295081967,0.2222222222222222,0.3241821774215555,0.5404102817597628,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,1,0,610,153,0,0,0.2360655737704918,0.2156862745098039,0.57786532951747,0.7457070707070707,0.875,0.2121212121212121,0.3414634146341463
hancock,POME,cat_only,Recurrence,64,1,1,610,153,0,0,0.2360655737704918,0.2156862745098039,0.6237644998479658,0.7661616161616162,0.8333333333333334,0.1515151515151515,0.2564102564102564
hancock,POME,cat_only,Recurrence,64,1,2,610,153,0,0,0.2360655737704918,0.2156862745098039,0.5975070993961759,0.7558080808080808,0.9,0.2727272727272727,0.4186046511627907
hancock,POME,cat_only,Recurrence,64,1,3,610,153,0,0,0.2360655737704918,0.2156862745098039,0.5773102517148482,0.7628787878787879,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,1,4,610,153,0,0,0.2360655737704918,0.2156862745098039,0.4339438636365061,0.6853535353535354,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,2,0,610,153,0,0,0.240983606557377,0.196078431372549,0.4753848208718769,0.6565040650406504,0.75,0.2,0.3157894736842105
hancock,POME,cat_only,Recurrence,64,2,1,610,153,0,0,0.240983606557377,0.196078431372549,0.4383892562240705,0.6922764227642276,0.8,0.1333333333333333,0.2285714285714285
hancock,POME,cat_only,Recurrence,64,2,2,610,153,0,0,0.240983606557377,0.196078431372549,0.4614500589559863,0.7112466124661246,0.5714285714285714,0.1333333333333333,0.2162162162162162
hancock,POME,cat_only,Recurrence,64,2,3,610,153,0,0,0.240983606557377,0.196078431372549,0.460960709283303,0.7161246612466126,0.7,0.2333333333333333,0.35
hancock,POME,cat_only,Recurrence,64,2,4,610,153,0,0,0.240983606557377,0.196078431372549,0.4818799006489635,0.6849593495934959,0.7,0.2333333333333333,0.35
hancock,POME,cat_only,Recurrence,64,3,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3081216503194038,0.5750112460638777,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,3,1,610,153,0,0,0.2262295081967213,0.2549019607843137,0.5331556110425805,0.6952316689158794,0.8571428571428571,0.1538461538461538,0.2608695652173913
hancock,POME,cat_only,Recurrence,64,3,2,610,153,0,0,0.2262295081967213,0.2549019607843137,0.5392057636404171,0.6875843454790823,0.8571428571428571,0.1538461538461538,0.2608695652173913
hancock,POME,cat_only,Recurrence,64,3,3,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4237591524471743,0.650472334682861,0.6666666666666666,0.0512820512820512,0.0952380952380952
hancock,POME,cat_only,Recurrence,64,3,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4121011027930259,0.5730994152046783,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,4,0,610,153,0,0,0.2393442622950819,0.2026143790849673,0.4892764802506327,0.7265996827075621,0.7142857142857143,0.1612903225806451,0.2631578947368421
hancock,POME,cat_only,Recurrence,64,4,1,610,153,0,0,0.2393442622950819,0.2026143790849673,0.440058143334633,0.6988365943945003,0.6666666666666666,0.1935483870967742,0.3
hancock,POME,cat_only,Recurrence,64,4,2,610,153,0,0,0.2393442622950819,0.2026143790849673,0.4796426632289874,0.6991010047593866,0.7692307692307693,0.3225806451612903,0.4545454545454545
hancock,POME,cat_only,Recurrence,64,4,3,610,153,0,0,0.2393442622950819,0.2026143790849673,0.4842020810951666,0.6938127974616605,0.7,0.2258064516129032,0.3414634146341463
hancock,POME,cat_only,Recurrence,64,4,4,610,153,0,0,0.2393442622950819,0.2026143790849673,0.3945774956806819,0.6697514542570069,0.4444444444444444,0.1290322580645161,0.2
hancock,POME,cat_only,Recurrence,64,5,0,610,153,0,0,0.221311475409836,0.2745098039215686,0.5038866610111744,0.6655941655941656,0.8,0.0952380952380952,0.1702127659574468
hancock,POME,cat_only,Recurrence,64,5,1,610,153,0,0,0.221311475409836,0.2745098039215686,0.4336719276159659,0.6404976404976405,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,5,2,610,153,0,0,0.221311475409836,0.2745098039215686,0.5230707523949988,0.6552981552981553,0.8333333333333334,0.119047619047619,0.2083333333333333
hancock,POME,cat_only,Recurrence,64,5,3,610,153,0,0,0.221311475409836,0.2745098039215686,0.5053948077045777,0.5943800943800944,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,5,4,610,153,0,0,0.221311475409836,0.2745098039215686,0.5261762013404344,0.6357786357786357,0.8333333333333334,0.119047619047619,0.2083333333333333
hancock,POME,cat_only,Recurrence,64,6,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4172803173410843,0.6783625730994153,0.5,0.0512820512820512,0.0930232558139534
hancock,POME,cat_only,Recurrence,64,6,1,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4346751188377087,0.6680161943319839,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,6,2,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3137089510735176,0.5648897885739992,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,6,3,610,153,0,0,0.2262295081967213,0.2549019607843137,0.445086746272075,0.7073774179037337,0.5555555555555556,0.1282051282051282,0.2083333333333333
hancock,POME,cat_only,Recurrence,64,6,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3367349659771467,0.5254161043634729,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,7,0,610,153,0,0,0.2229508196721311,0.2679738562091503,0.5229744452850642,0.6903310104529617,0.875,0.1707317073170731,0.2857142857142857
hancock,POME,cat_only,Recurrence,64,7,1,610,153,0,0,0.2229508196721311,0.2679738562091503,0.5083102916462032,0.6903310104529617,1.0,0.0975609756097561,0.1777777777777777
hancock,POME,cat_only,Recurrence,64,7,2,610,153,0,0,0.2229508196721311,0.2679738562091503,0.4736010688602049,0.6337108013937283,0.75,0.073170731707317,0.1333333333333333
hancock,POME,cat_only,Recurrence,64,7,3,610,153,0,0,0.2229508196721311,0.2679738562091503,0.5047351402839955,0.6731271777003484,0.7777777777777778,0.1707317073170731,0.28
hancock,POME,cat_only,Recurrence,64,7,4,610,153,0,0,0.2229508196721311,0.2679738562091503,0.5121398657507417,0.6528745644599303,0.8333333333333334,0.1219512195121951,0.2127659574468085
hancock,POME,cat_only,Recurrence,64,8,0,610,153,0,0,0.2131147540983606,0.3071895424836601,0.4073444024875868,0.6241469289441991,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,8,1,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5900544849485122,0.6908871938980328,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,8,2,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5289305164739594,0.6615816940987554,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,8,3,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5685143405426721,0.6545564030509836,1.0,0.0851063829787234,0.1568627450980392
hancock,POME,cat_only,Recurrence,64,8,4,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5552722693720654,0.6487354476114011,0.8571428571428571,0.1276595744680851,0.2222222222222222
hancock,POME,cat_only,Recurrence,64,9,0,610,153,0,0,0.2131147540983606,0.3071895424836601,0.3544846842617498,0.5080289040545966,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,9,1,610,153,0,0,0.2131147540983606,0.3071895424836601,0.2942563458031301,0.4530309112806102,0.0,0.0,0.0
hancock,POME,cat_only,Recurrence,64,9,2,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5172900851726067,0.5748695303091128,1.0,0.0851063829787234,0.1568627450980392
hancock,POME,cat_only,Recurrence,64,9,3,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5872145783867913,0.6501405058209554,1.0,0.1914893617021276,0.3214285714285714
hancock,POME,cat_only,Recurrence,64,9,4,610,153,0,0,0.2131147540983606,0.3071895424836601,0.5983039004840711,0.6605780810919308,1.0,0.1489361702127659,0.2592592592592592
hancock,POME,cat_only,Survival,64,0,0,610,153,0,0,0.7213114754098361,0.7189542483660131,0.853123008812195,0.6788583509513741,0.7236842105263158,1.0,0.8396946564885496
hancock,POME,cat_only,Survival,64,0,1,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8268624094976309,0.6488372093023256,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,cat_only,Survival,64,0,2,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8060833770743797,0.6274841437632135,0.7278911564625851,0.9727272727272728,0.8326848249027238
hancock,POME,cat_only,Survival,64,0,3,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8357647067853742,0.6511627906976744,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,cat_only,Survival,64,0,4,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7394891044039058,0.5334038054968288,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,cat_only,Survival,64,1,0,610,153,0,0,0.7213114754098361,0.7189542483660131,0.825619783520123,0.6640591966173361,0.7379310344827587,0.9727272727272728,0.8392156862745098
hancock,POME,cat_only,Survival,64,1,1,610,153,0,0,0.7213114754098361,0.7189542483660131,0.814223504444461,0.6735729386892179,0.7333333333333333,1.0,0.8461538461538461
hancock,POME,cat_only,Survival,64,1,2,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8317151364620646,0.6663847780126849,0.7428571428571429,0.9454545454545454,0.832
hancock,POME,cat_only,Survival,64,1,3,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7772624091459102,0.5879492600422833,0.7284768211920529,1.0,0.842911877394636
hancock,POME,cat_only,Survival,64,1,4,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7509619885464409,0.5746300211416491,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,cat_only,Survival,64,2,0,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7649232993522163,0.5382716049382716,0.7086092715231788,0.9907407407407408,0.8262548262548263
hancock,POME,cat_only,Survival,64,2,1,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7860260549570611,0.6016460905349794,0.7172413793103448,0.9629629629629628,0.8221343873517787
hancock,POME,cat_only,Survival,64,2,2,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7877109937283733,0.6,0.7123287671232876,0.9629629629629628,0.8188976377952756
hancock,POME,cat_only,Survival,64,2,3,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7859777925015247,0.5786008230452674,0.7266187050359713,0.9351851851851852,0.8178137651821862
hancock,POME,cat_only,Survival,64,2,4,610,153,0,0,0.7245901639344262,0.7058823529411765,0.755725551951292,0.5574074074074075,0.7112676056338029,0.9351851851851852,0.808
hancock,POME,cat_only,Survival,64,3,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7712456841777324,0.5710077204388461,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,3,1,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7327243382484887,0.5485574969524584,0.723404255319149,0.9532710280373832,0.8225806451612904
hancock,POME,cat_only,Survival,64,3,2,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7968900125536471,0.6288094270621698,0.7246376811594203,0.9345794392523364,0.8163265306122449
hancock,POME,cat_only,Survival,64,3,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7940160851257211,0.5920357578220234,0.7123287671232876,0.97196261682243,0.8221343873517787
hancock,POME,cat_only,Survival,64,3,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7024702541863634,0.5253961804144656,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,4,0,610,153,0,0,0.7229508196721312,0.7124183006535948,0.833967782557244,0.6630525437864887,0.7123287671232876,0.9541284403669724,0.8156862745098039
hancock,POME,cat_only,Survival,64,4,1,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8155810529674841,0.6605504587155964,0.7210884353741497,0.9724770642201837,0.828125
hancock,POME,cat_only,Survival,64,4,2,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8203621607617881,0.6553377814845706,0.7222222222222222,0.9541284403669724,0.8221343873517787
hancock,POME,cat_only,Survival,64,4,3,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8187327987104969,0.6426188490408674,0.7430555555555556,0.981651376146789,0.8458498023715415
hancock,POME,cat_only,Survival,64,4,4,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8101256841481961,0.6555462885738116,0.7361111111111112,0.9724770642201837,0.8379446640316206
hancock,POME,cat_only,Survival,64,5,0,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8203695376012244,0.660515873015873,0.6891891891891891,0.9714285714285714,0.8063241106719368
hancock,POME,cat_only,Survival,64,5,1,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8252808793349724,0.6753968253968254,0.6862745098039216,1.0,0.813953488372093
hancock,POME,cat_only,Survival,64,5,2,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8117415943811007,0.6031746031746033,0.6666666666666666,0.9142857142857144,0.7710843373493976
hancock,POME,cat_only,Survival,64,5,3,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7232699079212805,0.5621031746031746,0.6862745098039216,1.0,0.813953488372093
hancock,POME,cat_only,Survival,64,5,4,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8052899302865298,0.6418650793650794,0.6866666666666666,0.9809523809523808,0.807843137254902
hancock,POME,cat_only,Survival,64,6,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8019389169658827,0.6209874034945143,0.6985294117647058,0.8878504672897196,0.7818930041152263
hancock,POME,cat_only,Survival,64,6,1,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8376637850017483,0.6741162129215766,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,6,2,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7706671287029183,0.5976229175132061,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,6,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8300273056854904,0.6706623323852092,0.7083333333333334,0.9532710280373832,0.8127490039840638
hancock,POME,cat_only,Survival,64,6,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7871944210869477,0.6124542868752539,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,7,0,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7655661840018622,0.6230376766091051,0.684931506849315,0.9615384615384616,0.8
hancock,POME,cat_only,Survival,64,7,1,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7791937544034184,0.6138147566718996,0.6733333333333333,0.971153846153846,0.7952755905511811
hancock,POME,cat_only,Survival,64,7,2,610,153,0,0,0.7311475409836066,0.6797385620915033,0.8021456857348674,0.6532574568288854,0.6866666666666666,0.9903846153846154,0.8110236220472441
hancock,POME,cat_only,Survival,64,7,3,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7704997104737397,0.618916797488226,0.696551724137931,0.971153846153846,0.8112449799196787
hancock,POME,cat_only,Survival,64,7,4,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7755073722699497,0.6102825745682887,0.6944444444444444,0.9615384615384616,0.8064516129032258
hancock,POME,cat_only,Survival,64,8,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7903869243802332,0.5869565217391304,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,8,1,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7528861121694299,0.5560747663551401,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,8,2,610,153,0,0,0.7262295081967213,0.6993464052287581,0.6713538585884213,0.5052824055262088,0.6993464052287581,1.0,0.823076923076923
hancock,POME,cat_only,Survival,64,8,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7617722051862645,0.5885818772856561,0.7241379310344828,0.9813084112149532,0.8333333333333334
hancock,POME,cat_only,Survival,64,8,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7307075426554657,0.5522145469321413,0.7103448275862069,0.9626168224299064,0.8174603174603174
hancock,POME,cat_only,Survival,64,9,0,610,153,0,0,0.7327868852459016,0.673202614379085,0.6854290593015424,0.5300970873786408,0.673202614379085,1.0,0.8046875
hancock,POME,cat_only,Survival,64,9,1,610,153,0,0,0.7327868852459016,0.673202614379085,0.7089055885697155,0.5447572815533981,0.673202614379085,1.0,0.8046875
hancock,POME,cat_only,Survival,64,9,2,610,153,0,0,0.7327868852459016,0.673202614379085,0.7734753557659765,0.6396116504854369,0.6827586206896552,0.9611650485436892,0.7983870967741935
hancock,POME,cat_only,Survival,64,9,3,610,153,0,0,0.7327868852459016,0.673202614379085,0.7360530543320956,0.632621359223301,0.7013888888888888,0.9805825242718448,0.8178137651821862
hancock,POME,cat_only,Survival,64,9,4,610,153,0,0,0.7327868852459016,0.673202614379085,0.7675271324016733,0.6481553398058252,0.6821192052980133,1.0,0.8110236220472441
hancock,POME,combined,RFS Event,16,0,0,610,153,0,0,0.3983606557377049,0.392156862745098,0.5656624401719915,0.6270609318996415,0.5,0.3833333333333333,0.4339622641509434
hancock,POME,combined,RFS Event,16,0,1,610,153,0,0,0.3983606557377049,0.392156862745098,0.529060545817648,0.6272401433691757,0.68,0.2833333333333333,0.4
hancock,POME,combined,RFS Event,16,0,2,610,153,0,0,0.3983606557377049,0.392156862745098,0.5705526817934814,0.6804659498207886,0.5806451612903226,0.3,0.3956043956043956
hancock,POME,combined,RFS Event,16,0,3,610,153,0,0,0.3983606557377049,0.392156862745098,0.5628146559937436,0.6505376344086021,0.55,0.3666666666666666,0.44
hancock,POME,combined,RFS Event,16,0,4,610,153,0,0,0.3983606557377049,0.392156862745098,0.5071968861761109,0.5634408602150538,0.0,0.0,0.0
