dataset,method,target,dim,split,run,n_train,n_test,n_train_nonfinite,n_test_nonfinite,train_pos_ratio,test_pos_ratio,average_precision,roc_auc,precision,recall,f1
hancock,POME,Survival,16,3,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.759880259374941,0.5749695245835027,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,3,3,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5401299975170561,0.5885361552028219,0.0,0.0,0.0
hancock,POME,Recurrence,16,4,3,610,153,0,0,0.23934426229508196,0.20261437908496732,0.24457032154376343,0.5515600211528292,0.0,0.0,0.0
hancock,POME,Survival,16,4,3,610,153,0,0,0.7229508196721312,0.7124183006535948,0.800608502501308,0.6469974979149292,0.7124183006535948,1.0,0.8320610687022901
hancock,POME,RFS Event,16,4,3,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5180381572385013,0.6159498207885304,0.0,0.0,0.0
hancock,POME,Recurrence,16,5,3,610,153,0,0,0.22131147540983606,0.27450980392156865,0.3445052977892707,0.5557700557700558,0.0,0.0,0.0
hancock,POME,Survival,16,5,3,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7313400011623208,0.5918650793650795,0.6862745098039216,1.0,0.813953488372093
hancock,POME,RFS Event,16,5,3,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5812341127049043,0.5794862894828184,0.0,0.0,0.0
hancock,POME,Recurrence,16,6,3,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2923577670002201,0.5609536662168242,0.0,0.0,0.0
hancock,POME,Survival,16,6,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8222975636669749,0.7021535960991467,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,6,3,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6033307273752311,0.6650468587296078,0.0,0.0,0.0
hancock,POME,Recurrence,16,7,3,610,153,0,0,0.22295081967213115,0.2679738562091503,0.25920823603451304,0.4862804878048781,0.0,0.0,0.0
hancock,POME,Survival,16,7,3,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7158038300705292,0.576138147566719,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,16,7,3,610,153,0,0,0.38688524590163936,0.43790849673202614,0.4659233020721426,0.5435612634501908,0.0,0.0,0.0
hancock,POME,Recurrence,16,8,3,610,153,0,0,0.21311475409836064,0.30718954248366015,0.36095699653424906,0.5568044961862706,0.0,0.0,0.0
hancock,POME,Survival,16,8,3,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7673764472770834,0.614587566030069,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,8,3,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6191124304209381,0.6067396510434486,0.0,0.0,0.0
hancock,POME,Recurrence,16,9,3,610,153,0,0,0.21311475409836064,0.30718954248366015,0.3856033189482152,0.5933360096346849,0.0,0.0,0.0
hancock,POME,Survival,16,9,3,610,153,0,0,0.7327868852459016,0.673202614379085,0.7543225146734281,0.6388349514563106,0.673202614379085,1.0,0.8046875
hancock,POME,RFS Event,16,9,3,610,153,0,0,0.37540983606557377,0.48366013071895425,0.625475229988792,0.6154635648306535,0.0,0.0,0.0
hancock,POME,Recurrence,16,0,4,610,153,0,0,0.23442622950819672,0.2222222222222222,0.28152311188105045,0.5973801285219971,0.0,0.0,0.0
hancock,POME,Survival,16,0,4,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7850301690476276,0.6190274841437633,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,16,0,4,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5358784445462565,0.6080645161290322,0.0,0.0,0.0
hancock,POME,Recurrence,16,1,4,610,153,0,0,0.2360655737704918,0.21568627450980393,0.3567884964487651,0.6717171717171717,0.0,0.0,0.0
hancock,POME,Survival,16,1,4,610,153,0,0,0.7213114754098361,0.7189542483660131,0.748747564247541,0.5365750528541227,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,16,1,4,610,153,0,0,0.40491803278688526,0.3660130718954248,0.42884651472509383,0.5493372606774668,0.0,0.0,0.0
hancock,POME,Recurrence,16,2,4,610,153,0,0,0.24098360655737705,0.19607843137254902,0.24188437356839113,0.6,0.0,0.0,0.0
hancock,POME,Survival,16,2,4,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7362804477491616,0.5567901234567902,0.7058823529411765,1.0,0.8275862068965517
hancock,POME,RFS Event,16,2,4,610,153,0,0,0.3885245901639344,0.43137254901960786,0.5425631083324999,0.5841170323928945,0.0,0.0,0.0
hancock,POME,Recurrence,16,3,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.37682180319510133,0.6320287899235267,0.0,0.0,0.0
hancock,POME,Survival,16,3,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8054251369643558,0.6470946769605851,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,3,4,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5877136177400533,0.6483245149911816,0.0,0.0,0.0
hancock,POME,Recurrence,16,4,4,610,153,0,0,0.23934426229508196,0.20261437908496732,0.2799371073651161,0.5912215758857747,0.0,0.0,0.0
hancock,POME,Survival,16,4,4,610,153,0,0,0.7229508196721312,0.7124183006535948,0.7810111733161076,0.5817347789824854,0.7124183006535948,1.0,0.8320610687022901
hancock,POME,RFS Event,16,4,4,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5019722309722927,0.5722222222222222,0.0,0.0,0.0
hancock,POME,Recurrence,16,5,4,610,153,0,0,0.22131147540983606,0.27450980392156865,0.3495350323622348,0.6104676104676106,0.0,0.0,0.0
hancock,POME,Survival,16,5,4,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7306671800453681,0.5799603174603175,0.6862745098039216,1.0,0.813953488372093
hancock,POME,RFS Event,16,5,4,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5878579096748996,0.6148906629642485,0.0,0.0,0.0
hancock,POME,Recurrence,16,6,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3138105037331259,0.5877192982456141,0.0,0.0,0.0
hancock,POME,Survival,16,6,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7689073813451478,0.5944737911418122,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,6,4,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6206924678183634,0.6416174939257202,0.0,0.0,0.0
hancock,POME,Recurrence,16,7,4,610,153,0,0,0.22295081967213115,0.2679738562091503,0.2863489964246735,0.5550958188153311,0.0,0.0,0.0
hancock,POME,Survival,16,7,4,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7037262853246484,0.5292386185243328,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,16,7,4,610,153,0,0,0.38688524590163936,0.43790849673202614,0.45720988978643196,0.5307185005206525,0.0,0.0,0.0
hancock,POME,Recurrence,16,8,4,610,153,0,0,0.21311475409836064,0.30718954248366015,0.38160862142033125,0.5943396226415094,0.0,0.0,0.0
hancock,POME,Survival,16,8,4,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7764427573772114,0.6531897602600568,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,8,4,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6549466670069372,0.6395826205952788,0.0,0.0,0.0
hancock,POME,Recurrence,16,9,4,610,153,0,0,0.21311475409836064,0.30718954248366015,0.42311170688316685,0.6427137695704537,0.0,0.0,0.0
hancock,POME,Survival,16,9,4,610,153,0,0,0.7327868852459016,0.673202614379085,0.7360932157830494,0.5957281553398057,0.673202614379085,1.0,0.8046875
hancock,POME,RFS Event,16,9,4,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6027611572515139,0.6081081081081081,0.0,0.0,0.0
hancock,POME,Recurrence,16,0,5,610,153,0,0,0.23442622950819672,0.2222222222222222,0.28676959296842286,0.5781018289668808,0.0,0.0,0.0
hancock,POME,Survival,16,0,5,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7876864417856977,0.6014799154334037,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,16,0,5,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5010135760436737,0.5759856630824374,0.0,0.0,0.0
hancock,POME,Recurrence,16,1,5,610,153,0,0,0.2360655737704918,0.21568627450980393,0.3758831850229102,0.686868686868687,0.0,0.0,0.0
hancock,POME,Survival,16,1,5,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7699731974322852,0.5824524312896405,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,16,1,5,610,153,0,0,0.40491803278688526,0.3660130718954248,0.46248067014378935,0.5708762886597938,0.0,0.0,0.0
hancock,POME,Recurrence,16,2,5,610,153,0,0,0.24098360655737705,0.19607843137254902,0.2377364979050512,0.5658536585365854,0.0,0.0,0.0
hancock,POME,Survival,16,2,5,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7540481657185594,0.545679012345679,0.7058823529411765,1.0,0.8275862068965517
hancock,POME,RFS Event,16,2,5,610,153,0,0,0.3885245901639344,0.43137254901960786,0.5289895912053042,0.5820271682340648,0.0,0.0,0.0
hancock,POME,Recurrence,16,3,5,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3043907595029003,0.4406207827260458,0.0,0.0,0.0
hancock,POME,Survival,16,3,5,610,153,0,0,0.7262295081967213,0.6993464052287581,0.804757643495494,0.6231206826493295,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,3,5,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5420192149502658,0.6269841269841271,0.0,0.0,0.0
hancock,POME,Recurrence,16,4,5,610,153,0,0,0.23934426229508196,0.20261437908496732,0.22986551168954916,0.5790586991010047,0.0,0.0,0.0
hancock,POME,Survival,16,4,5,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8012077499271072,0.6532527105921602,0.7124183006535948,1.0,0.8320610687022901
hancock,POME,RFS Event,16,4,5,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5038262101493804,0.6351254480286738,0.0,0.0,0.0
hancock,POME,Recurrence,16,5,5,610,153,0,0,0.22131147540983606,0.27450980392156865,0.4067146652219905,0.5920205920205921,0.0,0.0,0.0
hancock,POME,Survival,16,5,5,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7595846013782377,0.5948412698412697,0.6862745098039216,1.0,0.813953488372093
hancock,POME,RFS Event,16,5,5,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5776886347345843,0.5846928149947934,0.0,0.0,0.0
hancock,POME,Recurrence,16,6,5,610,153,0,0,0.2262295081967213,0.2549019607843137,0.29010240801005804,0.5445344129554656,0.0,0.0,0.0
hancock,POME,Survival,16,6,5,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7835064724872932,0.6379520520113775,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,6,5,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5720255246404903,0.6437001041305103,0.0,0.0,0.0
hancock,POME,Recurrence,16,7,5,610,153,0,0,0.22295081967213115,0.2679738562091503,0.2802745185965908,0.5222125435540069,0.0,0.0,0.0
hancock,POME,Survival,16,7,5,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7563948452505009,0.5881083202511774,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,16,7,5,610,153,0,0,0.38688524590163936,0.43790849673202614,0.47172439575085967,0.5463380770565777,0.0,0.0,0.0
hancock,POME,Recurrence,16,8,5,610,153,0,0,0.21311475409836064,0.30718954248366015,0.3775796821593781,0.5859092733841831,0.0,0.0,0.0
hancock,POME,Survival,16,8,5,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7310966961378793,0.5812677773262902,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,16,8,5,610,153,0,0,0.37540983606557377,0.48366013071895425,0.589061419688508,0.5667122819021553,0.0,0.0,0.0
hancock,POME,Recurrence,16,9,5,610,153,0,0,0.21311475409836064,0.30718954248366015,0.4088122850661336,0.6354877559213168,0.0,0.0,0.0
hancock,POME,Survival,16,9,5,610,153,0,0,0.7327868852459016,0.673202614379085,0.7206001588761624,0.5574757281553397,0.673202614379085,1.0,0.8046875
