,run,na_ratio,tool,mae_cont,mae_cat,mae_joint,acc_cat,mre_cont,dim,bins,discretization
36,8.0,0.01,KNN,410.42077359142843,-1,-1,0.49382716049382713,869115717562731.4,-1,-1,
37,8.0,0.01,AutoComplete,2077.7105896230573,-1,-1,0.45987654320987653,1175357133409210.5,-1,-1,
38,8.0,0.01,MissForest,207.7450281194545,-1,-1,0.5864197530864198,281450745875236.12,-1,-1,
39,8.0,0.01,POME,388.2811728659253,-1,-1,0.6666666666666666,451488684448171.0,16,15,z
40,8.0,0.01,POME,479.46870153305576,-1,-1,0.6882716049382716,743156917915955.9,32,15,z
41,8.0,0.01,POME,398.7839154498058,-1,-1,0.6635802469135802,451488684448171.0,64,15,z
42,8.0,0.05,KNN,192.15979870700272,-1,-1,0.5061652281134402,217295064690804.53,-1,-1,
43,8.0,0.05,AutoComplete,1754.253466070738,-1,-1,0.4790382244143033,6.234800833938208e+17,-1,-1,
44,8.0,0.05,MissForest,147.1314545524298,-1,-1,0.5807644882860666,183217903263711.75,-1,-1,
45,8.0,0.05,POME,212.40876109522605,-1,-1,0.6720098643649816,324783350143059.94,16,15,z
46,8.0,0.05,POME,238.37973440339192,-1,-1,0.6781750924784217,898104783842732.4,32,15,z
47,8.0,0.05,POME,289.17658384959924,-1,-1,0.6757090012330457,84951982614778.25,64,15,z
48,9.0,0.01,KNN,134.35893796670453,-1,-1,0.5377358490566038,4.846731027551106e+16,-1,-1,
49,9.0,0.01,AutoComplete,805.5696690355511,-1,-1,0.46855345911949686,2.8896787357611974e+17,-1,-1,
50,9.0,0.01,MissForest,115.83811414862896,-1,-1,0.6037735849056604,4.027827729333313e+16,-1,-1,
51,9.0,0.01,POME,158.09999193503953,-1,-1,0.7012578616352201,5.2376827760255304e+16,16,15,z
52,9.0,0.01,POME,156.4896591138293,-1,-1,0.6792452830188679,5.2376827760255304e+16,32,15,z
53,9.0,0.01,POME,158.18778632900023,-1,-1,0.7044025157232704,5.2376827760255304e+16,64,15,z
54,8.0,0.25,KNN,207.17361785282753,-1,-1,0.5260065016254063,277789063462824.1,-1,-1,
55,8.0,0.25,AutoComplete,2912.0740398991793,-1,-1,0.4657414353588397,9.736722131334383e+17,-1,-1,
56,8.0,0.25,MissForest,248.13054539243484,-1,-1,0.5877719429857464,311453307947371.56,-1,-1,
57,8.0,0.25,POME,329.1580543924237,-1,-1,0.6632908227056764,303066792129876.4,16,15,z
58,8.0,0.25,POME,308.74449003127876,-1,-1,0.6639159789947486,276095654584838.84,32,15,z
59,8.0,0.25,POME,328.61171498998067,-1,-1,0.6664166041510378,132274056271760.5,64,15,z
60,3.0,0.5,KNN,289.8356351142706,-1,-1,0.5708496976497724,5199894174254828.0,-1,-1,
61,3.0,0.5,AutoComplete,2406.258374835332,-1,-1,0.47397294433015397,8.37684773455286e+17,-1,-1,
62,3.0,0.5,MissForest,286.24511932331063,-1,-1,0.591047939654635,3777573237202717.5,-1,-1,
63,3.0,0.5,POME,322.3125064343828,-1,-1,0.6570662676890469,3619333867589256.0,16,15,z
64,3.0,0.5,POME,331.70685444709756,-1,-1,0.6509569228851069,4499859278959389.5,32,15,z
65,3.0,0.5,POME,332.27284328889533,-1,-1,0.6391746150489371,6393727202810239.0,64,15,z
66,5.0,0.25,KNN,239.82854463077607,-1,-1,0.5329243865798698,1932583185595430.5,-1,-1,
67,5.0,0.25,AutoComplete,3508.787278835244,-1,-1,0.47195793690535803,8.684390693164886e+17,-1,-1,
68,5.0,0.25,MissForest,282.23876279377845,-1,-1,0.5967701552328493,1878397904996908.2,-1,-1,
69,5.0,0.25,POME,323.4575227809094,-1,-1,0.6614922383575363,2296277300458683.5,16,15,z
70,5.0,0.25,POME,362.525044309366,-1,-1,0.6762643965948923,2304768771330325.0,32,15,z
71,5.0,0.25,POME,370.55935473333557,-1,-1,0.6685027541311968,702412759349598.1,64,15,z
72,1.0,0.5,KNN,313.9511668260616,-1,-1,0.5685905872031084,2687005106638482.5,-1,-1,
73,1.0,0.5,AutoComplete,2399.2398651237504,-1,-1,0.4749639656577051,7.73369872299947e+17,-1,-1,
74,1.0,0.5,MissForest,287.0417684033227,-1,-1,0.5942219715485367,1801455928606151.5,-1,-1,
75,1.0,0.5,POME,333.10036087579783,-1,-1,0.6486181613085167,2203730808021308.2,16,15,z
76,1.0,0.5,POME,364.48098601705425,-1,-1,0.645296734975246,1342892495270216.8,32,15,z
77,1.0,0.5,POME,374.0993655031728,-1,-1,0.6360218086106411,1304311969475598.2,64,15,z
78,9.0,0.05,KNN,222.0585751484625,-1,-1,0.530188679245283,8642958281743630.0,-1,-1,
79,9.0,0.05,AutoComplete,2697.1032733069947,-1,-1,0.4742138364779874,1.170960743806931e+18,-1,-1,
80,9.0,0.05,MissForest,199.25543053774607,-1,-1,0.5993710691823899,7750050669586111.0,-1,-1,
81,9.0,0.05,POME,315.94098634671616,-1,-1,0.6735849056603773,1.0345086705352204e+16,16,15,z
82,9.0,0.05,POME,292.13911138779116,-1,-1,0.6830188679245283,1.0345086705352204e+16,32,15,z
83,9.0,0.05,POME,288.89786405368903,-1,-1,0.6735849056603773,1.0345086705352204e+16,64,15,z
84,1.0,0.25,KNN,237.42543352443607,-1,-1,0.5242036619011788,1651339704718824.5,-1,-1,
85,1.0,0.25,AutoComplete,2982.270532496356,-1,-1,0.4706546275395034,1.0618275623984794e+18,-1,-1,
86,1.0,0.25,MissForest,244.44079737786967,-1,-1,0.59104589917231,2200791760257966.2,-1,-1,
87,1.0,0.25,POME,281.5040279965215,-1,-1,0.6629044394281415,3257872710624452.5,16,15,z
88,1.0,0.25,POME,305.3141760384006,-1,-1,0.6534988713318285,3250302399484146.0,32,15,z
89,1.0,0.25,POME,290.46143794757467,-1,-1,0.6626536242789064,872769232000621.1,64,15,z
90,7.0,0.5,KNN,307.3717183443594,-1,-1,0.5604800900168782,1773906187465909.0,-1,-1,
91,7.0,0.5,AutoComplete,2665.235818173723,-1,-1,0.4789022941801588,9.469790896248009e+17,-1,-1,
92,7.0,0.5,MissForest,278.96230578905397,-1,-1,0.5912358567231356,1703932735448002.5,-1,-1,
93,7.0,0.5,POME,306.03669218945777,-1,-1,0.6469963118084641,2424969689063374.0,16,15,z
94,7.0,0.5,POME,340.857340928266,-1,-1,0.6446208664124523,2412716154894086.0,32,15,z
95,7.0,0.5,POME,344.6343719326343,-1,-1,0.631868475339126,2384408728939022.5,64,15,z
96,4.0,0.1,KNN,292.6178325229822,-1,-1,0.5308027380211574,82201635830014.92,-1,-1,
97,4.0,0.1,AutoComplete,2462.9450306504928,-1,-1,0.4869321717485999,5.566579159857222e+17,-1,-1,
98,4.0,0.1,MissForest,320.9397206143168,-1,-1,0.5936527691350342,91159751418577.83,-1,-1,
99,4.0,0.1,POME,433.7353495330888,-1,-1,0.6748599875544493,15350787917142.877,16,15,z
100,4.0,0.1,POME,393.11222503307613,-1,-1,0.6776602364654636,42445144389815.58,32,15,z
101,4.0,0.1,POME,378.5680723146706,-1,-1,0.6761045426260112,13658337547812.871,64,15,z
102,1.0,0.05,KNN,249.78242614389944,-1,-1,0.5226848974518334,149739961966167.62,-1,-1,
103,1.0,0.05,AutoComplete,2344.773594814509,-1,-1,0.4853946550652579,5.912504986442007e+17,-1,-1,
104,1.0,0.05,MissForest,220.8580045059979,-1,-1,0.600994406463642,228352233481187.9,-1,-1,
105,1.0,0.05,POME,282.7484062784925,-1,-1,0.673088875077688,313539853776311.9,16,15,z
106,1.0,0.05,POME,218.482050492542,-1,-1,0.675574891236793,313539853776311.8,32,15,z
107,1.0,0.05,POME,277.4442228736783,-1,-1,0.689869484151647,313539853776311.56,64,15,z
108,9.0,0.25,KNN,257.99158738692455,-1,-1,0.5260022340821646,1918975929380721.2,-1,-1,
109,9.0,0.25,AutoComplete,2742.2115329165226,-1,-1,0.47226014645649744,9.951026937918675e+17,-1,-1,
110,9.0,0.25,MissForest,266.30423159812426,-1,-1,0.5953828968598734,4009584758824155.0,-1,-1,
111,9.0,0.25,POME,306.9098240196048,-1,-1,0.6647635596375823,4829284972948057.0,16,15,z
112,9.0,0.25,POME,314.04292401158483,-1,-1,0.674320466674941,4805565085751448.0,32,15,z
113,9.0,0.25,POME,321.0437279093935,-1,-1,0.67518927640561,2923293965109021.5,64,15,z
114,7.0,0.05,KNN,239.68865125897256,-1,-1,0.5097915350600126,262468137673647.22,-1,-1,
115,7.0,0.05,AutoComplete,1390.0391742034603,-1,-1,0.4674668351231838,2.591889308008547e+17,-1,-1,
116,7.0,0.05,MissForest,183.22948999965686,-1,-1,0.5805432722678459,243611903121088.2,-1,-1,
117,7.0,0.05,POME,297.61040821329067,-1,-1,0.6790903348073278,376090554137463.5,16,15,z
118,7.0,0.05,POME,299.8591934246863,-1,-1,0.67150979153506,125968719722084.66,32,15,z
119,7.0,0.05,POME,348.7172204112525,-1,-1,0.691724573594441,125968719722084.14,64,15,z
120,8.0,0.1,KNN,231.8603388951827,-1,-1,0.5336239103362391,148305850893661.34,-1,-1,
121,8.0,0.1,AutoComplete,2525.558773859991,-1,-1,0.475093399750934,6.706706461268755e+17,-1,-1,
122,8.0,0.1,MissForest,235.30929460722095,-1,-1,0.5896637608966376,276582671620565.4,-1,-1,
123,8.0,0.1,POME,311.0823103205085,-1,-1,0.6665628891656289,387300435674784.7,16,15,z
124,8.0,0.1,POME,332.31918750021384,-1,-1,0.6811955168119551,387300435674784.8,32,15,z
125,8.0,0.1,POME,321.327477102231,-1,-1,0.6702988792029888,120438838963875.27,64,15,z
126,7.0,0.1,KNN,212.0489977511015,-1,-1,0.493953488372093,369051381743760.5,-1,-1,
127,7.0,0.1,AutoComplete,2405.310714115573,-1,-1,0.4638759689922481,7.756447377860214e+17,-1,-1,
128,7.0,0.1,MissForest,204.99534434479713,-1,-1,0.5863565891472868,388465766188621.75,-1,-1,
129,7.0,0.1,POME,262.64262803255417,-1,-1,0.6545736434108527,438856269656531.1,16,15,z
130,7.0,0.1,POME,267.0316694059525,-1,-1,0.6694573643410853,190669631555497.53,32,15,z
131,7.0,0.1,POME,285.5682557101196,-1,-1,0.66015503875969,218906681414839.06,64,15,z
132,3.0,0.01,KNN,79.91823182737174,-1,-1,0.5223880597014925,4.819101036780752,-1,-1,
133,3.0,0.01,AutoComplete,272.2595856531043,-1,-1,0.45671641791044776,1.1338663466343971e+17,-1,-1,
134,3.0,0.01,MissForest,26.392240578816704,-1,-1,0.5552238805970149,4.60927553528325,-1,-1,
135,3.0,0.01,POME,39.415985336449296,-1,-1,0.6417910447761194,7.000136104746433,16,15,z
136,3.0,0.01,POME,39.12828279264158,-1,-1,0.6417910447761194,2.805766473921063,32,15,z
137,3.0,0.01,POME,41.85939244920993,-1,-1,0.6716417910447762,7.1711375459448155,64,15,z
138,9.0,0.1,KNN,150.2171527275527,-1,-1,0.5032946344524631,1.4166604651117796,-1,-1,
139,9.0,0.1,AutoComplete,2218.2392151916893,-1,-1,0.47379981173517416,8.5301922797581e+17,-1,-1,
140,9.0,0.1,MissForest,172.714934001283,-1,-1,0.5961719485409476,1.347829855099325,-1,-1,
141,9.0,0.1,POME,218.47633994475154,-1,-1,0.6636335111390022,1.3776665124877463,16,15,z
142,9.0,0.1,POME,247.63368885600605,-1,-1,0.673046752431754,1.3789731287354097,32,15,z
143,9.0,0.1,POME,234.95979331720017,-1,-1,0.6721054283024788,1.4369387505978104,64,15,z
144,6.0,0.05,KNN,154.056954270014,-1,-1,0.51125,492913742555398.6,-1,-1,
145,6.0,0.05,AutoComplete,1754.8303399542324,-1,-1,0.475625,6.407874997840531e+17,-1,-1,
146,6.0,0.05,MissForest,125.84827339987858,-1,-1,0.59,274728069182612.2,-1,-1,
147,6.0,0.05,POME,185.19933849763126,-1,-1,0.666875,377906285852629.9,16,15,z
148,6.0,0.05,POME,176.35223159328422,-1,-1,0.671875,375735562651365.2,32,15,z
149,6.0,0.05,POME,198.08629709767212,-1,-1,0.669375,372387323234589.8,64,15,z
150,1.0,0.1,KNN,289.32727492699985,-1,-1,0.5124487866372518,773838326065211.2,-1,-1,
151,1.0,0.1,AutoComplete,3244.9923145448633,-1,-1,0.4683265048849669,9.599311737183099e+17,-1,-1,
152,1.0,0.1,MissForest,299.22373179151424,-1,-1,0.5805231641979199,3537131922309459.5,-1,-1,
153,1.0,0.1,POME,374.6459341867777,-1,-1,0.6772770248975732,5089389509688338.0,16,15,z
154,1.0,0.1,POME,365.42393763256985,-1,-1,0.6725496375669713,5089389509688340.0,32,15,z
155,1.0,0.1,POME,380.27640829045765,-1,-1,0.6775921840529467,1137164409739831.0,64,15,z
156,5.0,0.1,KNN,181.98009997998352,-1,-1,0.5220633934120572,118307067481951.22,-1,-1,
157,5.0,0.1,AutoComplete,1873.9618293145484,-1,-1,0.47607209446861404,6.652604767535118e+17,-1,-1,
158,5.0,0.1,MissForest,191.6085212913544,-1,-1,0.6068986948415165,134878939371117.1,-1,-1,
159,5.0,0.1,POME,242.80019990512838,-1,-1,0.6821006836544438,195282885017650.06,16,15,z
160,5.0,0.1,POME,235.29624311232146,-1,-1,0.6777501553760099,197010846573150.03,32,15,z
161,5.0,0.1,POME,229.97902258283384,-1,-1,0.6821006836544438,617095575740386.8,64,15,z
162,1.0,0.01,KNN,205.98781488753414,-1,-1,0.5078369905956113,4.707311167264213,-1,-1,
163,1.0,0.01,AutoComplete,884.460708518155,-1,-1,0.5109717868338558,2.0157751008552083e+17,-1,-1,
164,1.0,0.01,MissForest,130.20086051220653,-1,-1,0.5924764890282131,4.20812043546561,-1,-1,
165,1.0,0.01,POME,276.68018378825553,-1,-1,0.6802507836990596,6.879223465174082,16,15,z
166,1.0,0.01,POME,238.77872070119736,-1,-1,0.6896551724137931,6.889047780042801,32,15,z
167,1.0,0.01,POME,282.40469104921476,-1,-1,0.7084639498432602,6.7750011837865785,64,15,z
168,3.0,0.25,KNN,234.15695803032352,-1,-1,0.5512182993535555,5025497620625908.0,-1,-1,
169,3.0,0.25,AutoComplete,3014.6257312675534,-1,-1,0.4783689706613625,1.2427162564074862e+18,-1,-1,
170,3.0,0.25,MissForest,239.68069872217518,-1,-1,0.5977125808055693,3907844321493146.0,-1,-1,
171,3.0,0.25,POME,301.1339943442711,-1,-1,0.6662108403779214,8955370502972905.0,16,15,z
172,3.0,0.25,POME,304.7386326022146,-1,-1,0.6735454997513675,4738371902783786.0,32,15,z
173,3.0,0.25,POME,306.34681944506804,-1,-1,0.658130283441074,4690253305877721.0,64,15,z
174,0.0,0.5,KNN,289.0160292897415,-1,-1,0.5695086885860733,6123534919462032.0,-1,-1,
175,0.0,0.5,AutoComplete,2736.1452657815753,-1,-1,0.47749718714839356,9.405172435203062e+17,-1,-1,
176,0.0,0.5,MissForest,266.8493978051752,-1,-1,0.5913239154894362,2999390842824127.5,-1,-1,
177,0.0,0.5,POME,302.2742859931033,-1,-1,0.653581697712214,3655905931256397.5,16,15,z
178,0.0,0.5,POME,326.7348838694712,-1,-1,0.6468933616702087,2055460439785252.2,32,15,z
179,0.0,0.5,POME,316.2993927284418,-1,-1,0.6336417052131517,3607229971721654.5,64,15,z
180,0.0,0.25,KNN,252.86999073231578,-1,-1,0.5286568651881386,2087652983478667.2,-1,-1,
181,0.0,0.25,AutoComplete,2425.814738156481,-1,-1,0.46635933217044606,9.063203694708705e+17,-1,-1,
182,0.0,0.25,MissForest,255.00051304273626,-1,-1,0.5939446797906803,2145981025779405.2,-1,-1,
183,0.0,0.25,POME,290.3920192371997,-1,-1,0.6761774233740344,2547736563631662.0,16,15,z
184,0.0,0.25,POME,294.54852780491615,-1,-1,0.6708198355345129,2536033802965265.0,32,15,z
185,0.0,0.25,POME,324.2749723346666,-1,-1,0.672813356591079,2448363135432847.5,64,15,z
186,2.0,0.01,KNN,276.10188179220785,-1,-1,0.5356037151702786,0.9261776119970329,-1,-1,
187,2.0,0.01,AutoComplete,884.223406178327,-1,-1,0.44891640866873067,196.72837259742423,-1,-1,
188,2.0,0.01,MissForest,130.37849962457443,-1,-1,0.6222910216718266,1.1633813508679038,-1,-1,
189,2.0,0.01,POME,245.66408450522243,-1,-1,0.6749226006191951,1.6365793231168546,16,15,z
190,2.0,0.01,POME,238.98882885213496,-1,-1,0.6873065015479877,1.637366693770614,32,15,z
191,2.0,0.01,POME,354.8090835487066,-1,-1,0.6811145510835913,1.7426245457626075,64,15,z
192,2.0,0.05,KNN,219.41597864603426,-1,-1,0.5293390982087709,1.5154096380581659,-1,-1,
193,2.0,0.05,AutoComplete,1738.3312100465025,-1,-1,0.4873378628783199,1.1373020699078268e+18,-1,-1,
194,2.0,0.05,MissForest,178.6623151144513,-1,-1,0.5966646077825818,1.4069635839680614,-1,-1,
195,2.0,0.05,POME,295.1797432483841,-1,-1,0.6732550957381099,2.1578392656116265,16,15,z
196,2.0,0.05,POME,274.16349319399797,-1,-1,0.6676961087090797,1.923251639494955,32,15,z
197,2.0,0.05,POME,261.52459238179654,-1,-1,0.6720197652872143,2.9109864011136035,64,15,z
198,0.0,0.01,KNN,329.9374694355651,-1,-1,0.5015015015015015,0.8291143136339024,-1,-1,
199,0.0,0.01,AutoComplete,2019.617007444247,-1,-1,0.44744744744744747,1.2136577939174413e+18,-1,-1,
200,0.0,0.01,MissForest,235.77334793628776,-1,-1,0.5525525525525525,0.5343129373721324,-1,-1,
201,0.0,0.01,POME,445.5619904291787,-1,-1,0.6606606606606606,0.7399805658142826,16,15,z
202,0.0,0.01,POME,482.1443561988483,-1,-1,0.6846846846846847,0.5172707382861805,32,15,z
203,0.0,0.01,POME,477.87427332104056,-1,-1,0.7087087087087087,0.5370597453960225,64,15,z
204,8.0,0.5,KNN,304.2356091236465,-1,-1,0.5635203602927379,1994758545285517.8,-1,-1,
205,8.0,0.5,AutoComplete,2287.6083209569397,-1,-1,0.48014011384249705,7.292875306836443e+17,-1,-1,
206,8.0,0.5,MissForest,277.849006583257,-1,-1,0.5916682304372303,1161260881808179.0,-1,-1,
207,8.0,0.5,POME,335.2475311845431,-1,-1,0.6567210858822794,1171430729056924.5,16,15,z
208,8.0,0.5,POME,342.41220325276726,-1,-1,0.6456495902921123,1252740473918092.0,32,15,z
209,8.0,0.5,POME,337.51638581919883,-1,-1,0.6372677800713079,1252539055548312.5,64,15,z
210,6.0,0.25,KNN,247.37339142330205,-1,-1,0.5392083644510829,2816366640788528.5,-1,-1,
211,6.0,0.25,AutoComplete,2715.744710781564,-1,-1,0.4695046054269355,9.828631939279891e+17,-1,-1,
212,6.0,0.25,MissForest,262.567828503205,-1,-1,0.5883744087627583,3889306734408552.5,-1,-1,
213,6.0,0.25,POME,325.0499547143613,-1,-1,0.6562111028130445,4751149037963842.0,16,15,z
214,6.0,0.25,POME,323.56868932843537,-1,-1,0.6652974856858352,2896252413382637.0,32,15,z
215,6.0,0.25,POME,349.10992802972476,-1,-1,0.6672890216579537,980584890429128.8,64,15,z
216,4.0,0.01,KNN,328.18320958627936,-1,-1,0.48923076923076925,1.428031081900239,-1,-1,
217,4.0,0.01,AutoComplete,2162.027365043401,-1,-1,0.4492307692307692,1.6148255540701066e+18,-1,-1,
218,4.0,0.01,MissForest,333.5735836156342,-1,-1,0.5907692307692308,1.0837343317069246,-1,-1,
219,4.0,0.01,POME,550.7624017143511,-1,-1,0.6615384615384615,1.6108788638214986,16,15,z
220,4.0,0.01,POME,594.8868806331436,-1,-1,0.6892307692307692,1.4331450750466057,32,15,z
221,4.0,0.01,POME,729.0436216190155,-1,-1,0.68,1.4147904802580307,64,15,z
222,7.0,0.01,KNN,348.6706528602329,-1,-1,0.5403726708074534,1.6162185338421984,-1,-1,
223,7.0,0.01,AutoComplete,2566.822801937444,-1,-1,0.5062111801242236,1.0935609963033162e+18,-1,-1,
224,7.0,0.01,MissForest,245.0957637557588,-1,-1,0.5838509316770186,1.2686385970544174,-1,-1,
225,7.0,0.01,POME,399.49739532804915,-1,-1,0.6366459627329193,1.4636816352326716,16,15,z
226,7.0,0.01,POME,433.6707388194447,-1,-1,0.6770186335403726,1.6855797656806635,32,15,z
227,7.0,0.01,POME,298.17784385283886,-1,-1,0.7236024844720497,1.7243217505760644,64,15,z
228,2.0,0.5,KNN,319.1562458188826,-1,-1,0.574655269233169,948817474096750.9,-1,-1,
229,2.0,0.5,AutoComplete,2804.952090623865,-1,-1,0.48287265239907656,9.384532772614107e+17,-1,-1,
230,2.0,0.5,MissForest,277.6105408312661,-1,-1,0.595120733761777,1166199253000249.8,-1,-1,
231,2.0,0.5,POME,317.0990655549654,-1,-1,0.6584513633243901,1242804885947445.5,16,15,z
232,2.0,0.5,POME,341.255285897872,-1,-1,0.6534597866100955,1329959551308975.0,32,15,z
233,2.0,0.5,POME,338.72480271305807,-1,-1,0.6348037686404193,1237691885151277.8,64,15,z
234,3.0,0.05,KNN,240.87296262675804,-1,-1,0.5146783260462211,8393072032826835.0,-1,-1,
235,3.0,0.05,AutoComplete,1680.6260628619334,-1,-1,0.48094940662086194,6.431988367968631e+17,-1,-1,
236,3.0,0.05,MissForest,231.09789449715413,-1,-1,0.589631480324797,7746795391790391.0,-1,-1,
237,3.0,0.05,POME,348.85703658582014,-1,-1,0.674578388507183,1.0740196538924582e+16,16,15,z
238,3.0,0.05,POME,358.0541322232935,-1,-1,0.6783260462211118,1.0740196538924582e+16,32,15,z
239,3.0,0.05,POME,325.4154405860711,-1,-1,0.6739537788881949,1.0740196538924584e+16,64,15,z
240,2.0,0.25,KNN,232.23325084867437,-1,-1,0.5271163196608901,1247946635013923.2,-1,-1,
241,2.0,0.25,AutoComplete,2209.913932181168,-1,-1,0.48111208078793166,7.638182294167259e+17,-1,-1,
242,2.0,0.25,MissForest,276.39718149380843,-1,-1,0.5908240867722229,2107354553214331.5,-1,-1,
243,2.0,0.25,POME,346.73149337364833,-1,-1,0.6668744545567884,2576875251791335.5,16,15,z
244,2.0,0.25,POME,336.19362288576934,-1,-1,0.6795910734322403,2592113482270726.5,32,15,z
245,2.0,0.25,POME,389.99332472337954,-1,-1,0.6586460541079666,2640371443416098.0,64,15,z
246,9.0,0.5,KNN,297.5015390234942,-1,-1,0.5728245985310594,5989549376496212.0,-1,-1,
247,9.0,0.5,AutoComplete,2518.792099645646,-1,-1,0.4774057014813893,7.792985747984963e+17,-1,-1,
248,9.0,0.5,MissForest,263.56018633125245,-1,-1,0.5959790862691398,3291700907155348.0,-1,-1,
249,9.0,0.5,POME,335.5228395725697,-1,-1,0.6550479272998879,3803240734974392.0,16,15,z
250,9.0,0.5,POME,352.7027110078837,-1,-1,0.644404332129964,2893682194109533.5,32,15,z
251,9.0,0.5,POME,349.7525555400613,-1,-1,0.638802439935267,4233775193226370.0,64,15,z
252,6.0,0.01,KNN,249.50316871655153,-1,-1,0.5727848101265823,3.4278795208444053,-1,-1,
253,6.0,0.01,AutoComplete,819.2423448423282,-1,-1,0.4873417721518987,2.593227607190196e+17,-1,-1,
254,6.0,0.01,MissForest,147.95544036943156,-1,-1,0.629746835443038,2.9650385777593664,-1,-1,
255,6.0,0.01,POME,290.93255205102537,-1,-1,0.740506329113924,1.1691555513492387,16,15,z
256,6.0,0.01,POME,230.99051562785087,-1,-1,0.7341772151898734,1.2024771938425767,32,15,z
257,6.0,0.01,POME,177.3223551710343,-1,-1,0.7278481012658228,1.2199413480044572,64,15,z
258,6.0,0.1,KNN,241.22548759866245,-1,-1,0.5156347717323327,2.686994009470955,-1,-1,
259,6.0,0.1,AutoComplete,2388.840233951279,-1,-1,0.47560975609756095,7.080893976624247e+17,-1,-1,
260,6.0,0.1,MissForest,302.29409557351903,-1,-1,0.600375234521576,3.1869259539718127,-1,-1,
261,6.0,0.1,POME,378.89432531342106,-1,-1,0.6729205753595997,2.720383859005605,16,15,z
262,6.0,0.1,POME,367.44278468615954,-1,-1,0.6873045653533458,2.6303438043139282,32,15,z
263,6.0,0.1,POME,320.2524394931775,-1,-1,0.6848030018761726,2.630919161794581,64,15,z
