run,na_ratio,epoch,mae_cont,nmae_cont,acc_cat,dataset
6,0.25,500,140.19273429205384,0.09185305584200047,0.8619926199261992,HANCOCK
6,0.25,1000,146.0999841185517,0.09071061170565227,0.8732472324723247,HANCOCK
6,0.25,1500,135.4843736293141,0.09002630021145622,0.8779520295202952,HANCOCK
6,0.25,2000,140.82048361739854,0.09212120210646872,0.8789667896678967,HANCOCK
7,0.25,100,153.79192942492938,0.09434406501158173,0.8614252873563218,HANCOCK
7,0.25,500,153.09425102697145,0.09199561123466035,0.863264367816092,HANCOCK
7,0.25,1000,149.0023994904976,0.09246214308994602,0.8738390804597701,HANCOCK
7,0.25,1500,148.11821207624112,0.09113138801987052,0.8773333333333333,HANCOCK
7,0.25,2000,144.26739284913316,0.09095772503160902,0.8782528735632184,HANCOCK
8,0.25,100,165.7311904955887,0.09537043793197178,0.8566009806642613,HANCOCK
8,0.25,500,151.6354884589349,0.09047478439437413,0.86511240632806,HANCOCK
8,0.25,1000,156.38014967388096,0.09077372975224483,0.8730687390137848,HANCOCK
8,0.25,1500,146.7302877702355,0.09019113822012538,0.8784346378018318,HANCOCK
8,0.25,2000,142.41164734061599,0.08897144468963201,0.8808400407068184,HANCOCK
9,0.25,100,144.77414102005457,0.09237609809605063,0.8700304399963104,HANCOCK
9,0.25,500,150.92418565563122,0.09241815358059366,0.8696614703440642,HANCOCK
9,0.25,1000,146.21975856985824,0.09056772539007236,0.876118439258371,HANCOCK
9,0.25,1500,146.1196410490954,0.09013663294026088,0.8835900747163545,HANCOCK
9,0.25,2000,140.72021752406997,0.08858979056664334,0.8839590443686007,HANCOCK
0,0.5,100,172.8529281974532,0.10424014715378974,0.861542002301496,HANCOCK
0,0.5,500,168.82088671239657,0.10323200876880752,0.8668814729574223,HANCOCK
0,0.5,1000,168.3125171747558,0.10218560193559001,0.8664211737629459,HANCOCK
0,0.5,1500,169.22390358333848,0.10205515668584865,0.8675719217491369,HANCOCK
0,0.5,2000,156.4174289192117,0.10033845617033589,0.867940161104718,HANCOCK
1,0.5,100,168.114541512089,0.10208192762509698,0.8596409852033954,HANCOCK
1,0.5,500,172.079236659278,0.10286153262919602,0.8618674335544321,HANCOCK
1,0.5,1000,163.60493871841615,0.10089620130522119,0.8619602022357252,HANCOCK
1,0.5,1500,169.45903137534728,0.10148144301032093,0.8631198107518901,HANCOCK
1,0.5,2000,166.9043402259281,0.10206811255200585,0.8631661950925368,HANCOCK
2,0.5,100,163.89629227809922,0.09868199958376964,0.8620944293164721,HANCOCK
2,0.5,500,166.3701188607974,0.09926472336407313,0.8665712835187152,HANCOCK
2,0.5,1000,157.94542888609178,0.09803381330889757,0.8667558960631375,HANCOCK
2,0.5,1500,161.98612426536837,0.09900043308168678,0.8684174089629391,HANCOCK
2,0.5,2000,157.38978858808812,0.09594774905782454,0.8694327779572621,HANCOCK
3,0.5,100,168.89672837210847,0.10249281583239557,0.8605348086675888,HANCOCK
3,0.5,500,165.25580257961434,0.10049272571414611,0.8599815583218073,HANCOCK
3,0.5,1000,166.36370579635434,0.09935446405678826,0.867035500230521,HANCOCK
3,0.5,1500,162.82207777446357,0.10002547846912954,0.8664822498847395,HANCOCK
3,0.5,2000,165.45922172682688,0.10149796832249622,0.8663439372982942,HANCOCK
4,0.5,100,165.8728149643343,0.10253479553240684,0.8588278828807993,HANCOCK
4,0.5,500,165.9980128066843,0.10155461712133922,0.8655812017207086,HANCOCK
4,0.5,1000,166.3974106230823,0.10036259606824986,0.8681715157962903,HANCOCK
4,0.5,1500,155.95148331105273,0.09869587469010871,0.86780147092835,HANCOCK
4,0.5,2000,158.80622939884995,0.09804389257496791,0.866922614366992,HANCOCK
5,0.5,100,171.48702154777348,0.10207166306198318,0.8606038189467844,HANCOCK
5,0.5,500,169.90306750343288,0.10142498057612787,0.866059457210227,HANCOCK
5,0.5,1000,169.59883746486668,0.10179461315087074,0.8687872763419483,HANCOCK
5,0.5,1500,172.89277771220088,0.10275713451761948,0.869018447454806,HANCOCK
5,0.5,2000,168.84326644547602,0.10148516502777385,0.8716075639188127,HANCOCK
6,0.5,100,164.55791534049413,0.10159977071873284,0.8595752471622117,HANCOCK
6,0.5,500,162.0877661550651,0.09884331842888311,0.8623214939582571,HANCOCK
6,0.5,1000,165.24451966305244,0.09984230229690613,0.8669443427316001,HANCOCK
6,0.5,1500,162.72363389110888,0.09990697543382689,0.8668985719516661,HANCOCK
6,0.5,2000,161.4177906347673,0.09994565736635441,0.8673105089710729,HANCOCK
7,0.5,100,167.15380825685972,0.1031574630542309,0.8606405628066278,HANCOCK
7,0.5,500,165.6926733927554,0.1017610421441443,0.8662408590206424,HANCOCK
7,0.5,1000,162.194525595321,0.10002358213190524,0.869943534203462,HANCOCK
7,0.5,1500,161.6204698071388,0.1000047861573421,0.8706377858002406,HANCOCK
7,0.5,2000,163.64501508215832,0.10067376593511987,0.8712394705174489,HANCOCK
8,0.5,100,167.25105935813048,0.10334545994658419,0.8596564145192575,HANCOCK
8,0.5,500,165.73656999554942,0.10202790582535784,0.8653828391983005,HANCOCK
8,0.5,1000,158.24436674299199,0.10073828746211241,0.8641821372494689,HANCOCK
8,0.5,1500,160.0215748619305,0.10138050228328233,0.8626119885471506,HANCOCK
8,0.5,2000,163.42597770141663,0.10074549547326915,0.8642744989378406,HANCOCK
9,0.5,100,158.22697073232055,0.09974242807559505,0.8610751295336787,HANCOCK
9,0.5,500,159.56966265864418,0.0989604331713471,0.8658863804589193,HANCOCK
9,0.5,1000,158.7542471848529,0.09800894412972863,0.8707438934122872,HANCOCK
9,0.5,1500,156.22753544501063,0.0979895353685373,0.8702350111028867,HANCOCK
9,0.5,2000,154.89945732722828,0.09722379568701078,0.8690784603997039,HANCOCK
