Method,Target,Type,Score,Precision,Recall,F1
POME,Neutropenic Fever,AP,0.1271888981852457,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10924091407311005,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.14611814211646706,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.16542546669842234,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08605971774803618,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15714640006509206,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.21759497677422032,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.22326791210461264,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.18957499168220615,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14646830672783687,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1893635489501301,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.21538379403469743,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.2250012225862963,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1386643000532376,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09822063845176503,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08473126085546305,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1303673092707076,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10608513328765741,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.33540876897564265,0.41379310344827586,0.1348314606741573,0.2033898305084746
UMAP,Aplasia,AP,0.3386137161639092,0.375,0.16853932584269662,0.23255813953488372
POME,Aplasia,AP,0.35310556942292215,0.5,0.08450704225352113,0.14457831325301204
UMAP,Aplasia,AP,0.36958145237546197,0.5909090909090909,0.18309859154929578,0.27956989247311825
POME,Aplasia,AP,0.4466112664310507,0.5416666666666666,0.14444444444444443,0.22807017543859648
UMAP,Aplasia,AP,0.40049039930696195,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.47240035646747836,0.68,0.17525773195876287,0.2786885245901639
UMAP,Aplasia,AP,0.500029726493522,0.6190476190476191,0.26804123711340205,0.37410071942446044
POME,Aplasia,AP,0.4850984577812346,0.6,0.13392857142857142,0.21897810218978103
UMAP,Aplasia,AP,0.5697444169806413,0.6206896551724138,0.32142857142857145,0.4235294117647059
POME,Aplasia,AP,0.5482561248226205,0.6521739130434783,0.1079136690647482,0.18518518518518517
UMAP,Aplasia,AP,0.6154271801694537,0.75,0.2589928057553957,0.3850267379679144
POME,Aplasia,AP,0.35317903802800105,0.3448275862068966,0.12345679012345678,0.18181818181818182
UMAP,Aplasia,AP,0.4023281015242427,0.52,0.16049382716049382,0.24528301886792453
POME,Aplasia,AP,0.38890309344170676,0.4375,0.0875,0.14583333333333334
UMAP,Aplasia,AP,0.41976433854868844,0.5428571428571428,0.2375,0.33043478260869563
POME,Aplasia,AP,0.5145744486692255,0.6666666666666666,0.13333333333333333,0.2222222222222222
UMAP,Aplasia,AP,0.47819318454489224,0.6571428571428571,0.25555555555555554,0.368
POME,Aplasia,AP,0.5264206004722718,0.7857142857142857,0.12222222222222222,0.21153846153846154
UMAP,Aplasia,AP,0.5411036833432903,0.6578947368421053,0.2777777777777778,0.390625
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.042249806513357184,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.051416862331866195,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10394939319482172,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11152176507067159,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17308283934397384,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15527247400764208,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08334780840948855,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15104869488397352,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1326351034240389,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.21894092033457704,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.14732129794292326,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14514825205623622,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.15603739372148626,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1702176101327983,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11836921264923196,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1390929259963304,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09593027839500151,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08850331320504805,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12921661382114039,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10714502656627138,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.3050670643924057,0.36363636363636365,0.1348314606741573,0.19672131147540983
UMAP,Aplasia,AP,0.3439615785691884,0.36585365853658536,0.16853932584269662,0.23076923076923078
POME,Aplasia,AP,0.36379665363785685,0.42857142857142855,0.08450704225352113,0.1411764705882353
UMAP,Aplasia,AP,0.3709311025848599,0.5909090909090909,0.18309859154929578,0.27956989247311825
POME,Aplasia,AP,0.452202123476071,0.6216216216216216,0.25555555555555554,0.36220472440944884
UMAP,Aplasia,AP,0.41015599645458023,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.44098974188554735,0.5681818181818182,0.25773195876288657,0.3546099290780142
UMAP,Aplasia,AP,0.493058551910024,0.6190476190476191,0.26804123711340205,0.37410071942446044
POME,Aplasia,AP,0.5069496637786053,0.6666666666666666,0.19642857142857142,0.30344827586206896
UMAP,Aplasia,AP,0.564312204318554,0.6379310344827587,0.33035714285714285,0.43529411764705883
POME,Aplasia,AP,0.5838348805422688,0.7333333333333333,0.15827338129496402,0.2603550295857988
UMAP,Aplasia,AP,0.6192311744298328,0.717391304347826,0.23741007194244604,0.3567567567567568
POME,Aplasia,AP,0.35000581387576185,0.37037037037037035,0.12345679012345678,0.18518518518518517
UMAP,Aplasia,AP,0.4000866309066031,0.5416666666666666,0.16049382716049382,0.24761904761904763
POME,Aplasia,AP,0.44261246540422455,0.631578947368421,0.15,0.24242424242424243
UMAP,Aplasia,AP,0.42387497899358345,0.5294117647058824,0.225,0.3157894736842105
POME,Aplasia,AP,0.4694913970195147,0.5714285714285714,0.13333333333333333,0.21621621621621623
UMAP,Aplasia,AP,0.47899058823863594,0.6571428571428571,0.25555555555555554,0.368
POME,Aplasia,AP,0.5230081927189656,0.7142857142857143,0.16666666666666666,0.2702702702702703
UMAP,Aplasia,AP,0.5502782603800783,0.6923076923076923,0.3,0.4186046511627907
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.049573532731045575,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05193979784445718,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09188367611791264,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11180384633686549,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1205659640939953,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1635141653075165,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.0930603429075971,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.18422526828949976,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.23490516549385151,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.23007858786976565,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1513816807748121,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1423013343411037,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1600116368539946,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.19849093009473118,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.16040910987022922,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1422236742690968,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.06985734800494106,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.0841691428031821,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11109191339159505,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10727521544255274,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.32659927443135417,0.39473684210526316,0.16853932584269662,0.23622047244094488
UMAP,Aplasia,AP,0.33786835665638504,0.38095238095238093,0.1797752808988764,0.24427480916030533
POME,Aplasia,AP,0.35785129791906406,0.2727272727272727,0.04225352112676056,0.07317073170731707
UMAP,Aplasia,AP,0.36838019596667576,0.6,0.16901408450704225,0.26373626373626374
POME,Aplasia,AP,0.53020406913171,0.7027027027027027,0.28888888888888886,0.4094488188976378
UMAP,Aplasia,AP,0.41232561430123577,0.5116279069767442,0.24444444444444444,0.3308270676691729
POME,Aplasia,AP,0.45202564431737857,0.5777777777777777,0.26804123711340205,0.36619718309859156
UMAP,Aplasia,AP,0.5021590487933141,0.6190476190476191,0.26804123711340205,0.37410071942446044
POME,Aplasia,AP,0.49046981836229886,0.6060606060606061,0.17857142857142858,0.27586206896551724
UMAP,Aplasia,AP,0.5691072425412717,0.631578947368421,0.32142857142857145,0.4260355029585799
POME,Aplasia,AP,0.6233434479689148,0.7659574468085106,0.2589928057553957,0.3870967741935484
UMAP,Aplasia,AP,0.6212647488174448,0.7346938775510204,0.2589928057553957,0.3829787234042553
POME,Aplasia,AP,0.3928138544217422,0.5172413793103449,0.18518518518518517,0.2727272727272727
UMAP,Aplasia,AP,0.4076720230482196,0.5769230769230769,0.18518518518518517,0.2803738317757009
POME,Aplasia,AP,0.46050319324790223,0.6,0.15,0.24
UMAP,Aplasia,AP,0.40488080464218545,0.5675675675675675,0.2625,0.358974358974359
POME,Aplasia,AP,0.4455806586760047,0.5769230769230769,0.16666666666666666,0.25862068965517243
UMAP,Aplasia,AP,0.4779203968641392,0.6666666666666666,0.26666666666666666,0.38095238095238093
POME,Aplasia,AP,0.5586039217746712,0.7692307692307693,0.2222222222222222,0.3448275862068966
UMAP,Aplasia,AP,0.5504748995110668,0.6923076923076923,0.3,0.4186046511627907
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.06853182243390162,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05419397962700215,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09820521000045307,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10869384939038773,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.0999989707514915,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1620972653611946,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12341771731905425,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.16334289616352476,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.130922219642578,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.23850625747827528,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17296771424649113,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14445395650032172,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.24062262378491847,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1925761481030712,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13384255588347982,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.13368075019857023,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11328531006307858,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.0895169450015251,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17955330545704093,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10582555480835718,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.33307569034010215,0.41304347826086957,0.21348314606741572,0.2814814814814815
UMAP,Aplasia,AP,0.34074634111087365,0.36585365853658536,0.16853932584269662,0.23076923076923078
POME,Aplasia,AP,0.41988019032108986,0.5833333333333334,0.09859154929577464,0.1686746987951807
UMAP,Aplasia,AP,0.37230468066919137,0.5714285714285714,0.16901408450704225,0.2608695652173913
POME,Aplasia,AP,0.49118063132674783,0.6046511627906976,0.28888888888888886,0.39097744360902253
UMAP,Aplasia,AP,0.4067588988153468,0.4888888888888889,0.24444444444444444,0.32592592592592595
POME,Aplasia,AP,0.47459530977982467,0.5945945945945946,0.2268041237113402,0.3283582089552239
UMAP,Aplasia,AP,0.4996357767668882,0.6097560975609756,0.25773195876288657,0.36231884057971014
POME,Aplasia,AP,0.5204636642749474,0.6521739130434783,0.26785714285714285,0.379746835443038
UMAP,Aplasia,AP,0.5667059642840674,0.6206896551724138,0.32142857142857145,0.4235294117647059
POME,Aplasia,AP,0.6176429425360681,0.6904761904761905,0.20863309352517986,0.32044198895027626
UMAP,Aplasia,AP,0.6178577195751902,0.7346938775510204,0.2589928057553957,0.3829787234042553
POME,Aplasia,AP,0.3655006057552151,0.4827586206896552,0.1728395061728395,0.2545454545454545
UMAP,Aplasia,AP,0.41310929554731424,0.5384615384615384,0.1728395061728395,0.2616822429906542
POME,Aplasia,AP,0.4094860151126731,0.38461538461538464,0.0625,0.10752688172043011
UMAP,Aplasia,AP,0.4148255920980132,0.5789473684210527,0.275,0.3728813559322034
POME,Aplasia,AP,0.4994973364812085,0.5862068965517241,0.18888888888888888,0.2857142857142857
UMAP,Aplasia,AP,0.4719242256355233,0.6666666666666666,0.26666666666666666,0.38095238095238093
POME,Aplasia,AP,0.567384351733964,0.7407407407407407,0.2222222222222222,0.3418803418803419
UMAP,Aplasia,AP,0.5501898457798391,0.6842105263157895,0.28888888888888886,0.40625
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.07008972411380084,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.05262112400059847,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10709533871886379,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10848064330727997,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13605619835770225,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15480432222674065,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10413104322278546,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.17921058287411093,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.15707146445289935,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.23558660289755737,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1654729095381378,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1441463709637612,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1918818748171358,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.2030360032210663,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.14529031923759977,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.13590415370598322,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08366980986276983,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08924415524416368,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.15956402113753831,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10620207331616947,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.3490346818599697,0.47368421052631576,0.20224719101123595,0.28346456692913385
UMAP,Aplasia,AP,0.3402317557462439,0.36585365853658536,0.16853932584269662,0.23076923076923078
POME,Aplasia,AP,0.3503696507539919,0.38461538461538464,0.07042253521126761,0.11904761904761904
UMAP,Aplasia,AP,0.3683472643461826,0.6,0.16901408450704225,0.26373626373626374
POME,Aplasia,AP,0.4544485148816608,0.5757575757575758,0.2111111111111111,0.3089430894308943
UMAP,Aplasia,AP,0.4081298188147981,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.48733028534467837,0.6521739130434783,0.30927835051546393,0.4195804195804196
UMAP,Aplasia,AP,0.49600973206629456,0.6,0.24742268041237114,0.35036496350364965
POME,Aplasia,AP,0.49774728407653807,0.5217391304347826,0.21428571428571427,0.3037974683544304
UMAP,Aplasia,AP,0.568823553329148,0.631578947368421,0.32142857142857145,0.4260355029585799
POME,Aplasia,AP,0.5514973599133508,0.6511627906976745,0.2014388489208633,0.3076923076923077
UMAP,Aplasia,AP,0.6127321562364338,0.7291666666666666,0.2517985611510791,0.37433155080213903
POME,Aplasia,AP,0.38399980789513155,0.4666666666666667,0.1728395061728395,0.25225225225225223
UMAP,Aplasia,AP,0.41580707640034814,0.5416666666666666,0.16049382716049382,0.24761904761904763
POME,Aplasia,AP,0.3944313671059977,0.375,0.075,0.125
UMAP,Aplasia,AP,0.4149862958225813,0.5428571428571428,0.2375,0.33043478260869563
POME,Aplasia,AP,0.4984551110928691,0.6956521739130435,0.17777777777777778,0.2831858407079646
UMAP,Aplasia,AP,0.4744998614823974,0.6571428571428571,0.25555555555555554,0.368
POME,Aplasia,AP,0.5476194151131176,0.7727272727272727,0.18888888888888888,0.30357142857142855
UMAP,Aplasia,AP,0.5415888631265366,0.6585365853658537,0.3,0.4122137404580153
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.05735863162715496,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.048243832909038775,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09699402313360454,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11049452303169466,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17273898338763224,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1638165898464422,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.10931916143356189,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15212041432945128,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.1352392001983506,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.23824808926749036,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13555373800845877,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14856244937936883,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.20108642771865282,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.19760642765389363,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.16868518793211038,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14396015823152158,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.06298904978617273,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08917604737680773,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13319082530567278,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10694106462752402,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.3482314255476513,0.42857142857142855,0.20224719101123595,0.2748091603053435
UMAP,Aplasia,AP,0.3434281537828402,0.36585365853658536,0.16853932584269662,0.23076923076923078
POME,Aplasia,AP,0.3727947826125956,0.4444444444444444,0.11267605633802817,0.1797752808988764
UMAP,Aplasia,AP,0.3720614837104357,0.5714285714285714,0.16901408450704225,0.2608695652173913
POME,Aplasia,AP,0.48936757040314893,0.6304347826086957,0.32222222222222224,0.4264705882352941
UMAP,Aplasia,AP,0.4049031533818973,0.5,0.24444444444444444,0.3283582089552239
POME,Aplasia,AP,0.5112583798468451,0.6078431372549019,0.31958762886597936,0.4189189189189189
UMAP,Aplasia,AP,0.49971851831045655,0.625,0.25773195876288657,0.36496350364963503
POME,Aplasia,AP,0.5345871634898364,0.6888888888888889,0.2767857142857143,0.39490445859872614
UMAP,Aplasia,AP,0.5614622417076344,0.6181818181818182,0.30357142857142855,0.40718562874251496
POME,Aplasia,AP,0.6360890005772233,0.7959183673469388,0.2805755395683453,0.4148936170212766
UMAP,Aplasia,AP,0.6185615590558782,0.7291666666666666,0.2517985611510791,0.37433155080213903
POME,Aplasia,AP,0.4009834816094889,0.4666666666666667,0.1728395061728395,0.25225225225225223
UMAP,Aplasia,AP,0.40468248628429015,0.5416666666666666,0.16049382716049382,0.24761904761904763
POME,Aplasia,AP,0.40501486693003474,0.5,0.125,0.2
UMAP,Aplasia,AP,0.42468427649918933,0.5714285714285714,0.25,0.34782608695652173
POME,Aplasia,AP,0.5232325894357622,0.7037037037037037,0.2111111111111111,0.3247863247863248
UMAP,Aplasia,AP,0.47662667280201054,0.6764705882352942,0.25555555555555554,0.3709677419354839
POME,Aplasia,AP,0.5314048047356206,0.7,0.23333333333333334,0.35
UMAP,Aplasia,AP,0.542943017600807,0.6842105263157895,0.28888888888888886,0.40625
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.060914549346505295,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.04954779123639311,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.11179040863628951,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11280144477798869,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13192209869913907,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1639407813267026,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.0996247225395132,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.15728027278554008,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.16161608371952516,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.2334329430239326,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.16712994626697136,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1431065730778464,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.2006474438383966,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.16611954609177781,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.14541534155432745,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14220081465658063,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.0754215955539885,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.08659671185262391,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.13193449852924916,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.10691690922869765,0.0,0.0,0.0
Naive,Neutropenic Fever,AP,0.0512646793134598,-1.0,-1.0,-1.0
POME,Aplasia,AP,0.31777683082528574,0.30434782608695654,0.07865168539325842,0.125
UMAP,Aplasia,AP,0.34405838910508035,0.35,0.15730337078651685,0.21705426356589147
POME,Aplasia,AP,0.3897240735658726,0.6666666666666666,0.056338028169014086,0.1038961038961039
UMAP,Aplasia,AP,0.3754704753006173,0.5909090909090909,0.18309859154929578,0.27956989247311825
POME,Aplasia,AP,0.45113215031118215,0.5454545454545454,0.13333333333333333,0.21428571428571427
UMAP,Aplasia,AP,0.40385649985655947,0.5116279069767442,0.24444444444444444,0.3308270676691729
POME,Aplasia,AP,0.41594507552631216,0.5416666666666666,0.13402061855670103,0.21487603305785125
UMAP,Aplasia,AP,0.5040968106656085,0.6190476190476191,0.26804123711340205,0.37410071942446044
POME,Aplasia,AP,0.4783872825856724,0.5789473684210527,0.09821428571428571,0.16793893129770993
UMAP,Aplasia,AP,0.5701338034413891,0.6140350877192983,0.3125,0.41420118343195267
POME,Aplasia,AP,0.5697592915229259,0.6,0.06474820143884892,0.11688311688311688
UMAP,Aplasia,AP,0.6146370744505036,0.723404255319149,0.2446043165467626,0.3655913978494624
POME,Aplasia,AP,0.33418751145909636,0.35714285714285715,0.06172839506172839,0.10526315789473684
UMAP,Aplasia,AP,0.4074054302469945,0.52,0.16049382716049382,0.24528301886792453
POME,Aplasia,AP,0.400223271241274,0.6,0.0375,0.07058823529411765
UMAP,Aplasia,AP,0.42722466314127405,0.5675675675675675,0.2625,0.358974358974359
POME,Aplasia,AP,0.45441381541823334,0.5714285714285714,0.044444444444444446,0.08247422680412371
UMAP,Aplasia,AP,0.4821054185218663,0.6571428571428571,0.25555555555555554,0.368
POME,Aplasia,AP,0.5112173521287493,0.8181818181818182,0.1,0.1782178217821782
UMAP,Aplasia,AP,0.5485769331254722,0.675,0.3,0.4153846153846154
Naive,Aplasia,AP,0.21205962059620595,-1.0,-1.0,-1.0
POME,Neutropenic Fever,AP,0.0507321687462539,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.04760802863603955,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.09533916732582579,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.11525937065557197,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.08032740622838763,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.14276274621656998,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.12103518431070448,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.1665015658659759,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.20604883134302102,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.2371612279669762,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.19429893777580448,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.142340658451175,0.0,0.0,0.0
POME,Neutropenic Fever,AP,0.17553969321492513,0.0,0.0,0.0
UMAP,Neutropenic Fever,AP,0.18801398271062886,0.0,0.0,0.0
